query;driver;collectionSize;singleCollectionSegmentCount;pairCollectionSegmentCount;connectionSegmentCount;multiQueryCount;rootIdFilterCount;rootValueInListFilterCount;rootEqualityFilterCount;rootNumberRangeFilterCount;nestedIdFilterCount;nestedValueInListFilterCount;nestedEqualityFilterCount;nestedNumberRangeFilterCount;firstFilterDepth;onlyResultFraction;dynamicFilterFraction;dynamicResultFraction;phase;iteration;duration
pets '_id' = d39d619d-c5bb-4ebc-8aa1-35231d37fbbe .pets_child '_id' = 96150e02-0b55-465e-86d7-ff4f8dadf9da .users_owns_pets_child users  '_id' = a8981684-f344-441c-b77c-5052d8168cf9  .children '_id' = 4b5a4b1f-10e5-4e28-8e15-170c10f93648 [name, age, _id].grand_children '_id' = 70eca5b0-5fcd-4656-8416-0f8bd366be4f .grand2_children '_id' = 88796e3b-8f04-4c83-84af-1e19eaa11863 .grand3_children '_id' = 3757a378-fe9f-4a48-af2a-e2102a8a7df3 .grand4_children '_id' = 7ef3b260-91e3-41f4-91e0-a8a890d2c1d3 .grand5_children '_id' = df67cb68-045b-48a4-8669-30236c44d5c5 , limit: null;postgres;100;0;4;1;5;4;0;0;0;6;0;0;0;0;0.1;0.0;0.9;build;1;0s
pets '_id' = 4d575c4f-db7c-455e-ba52-4f88130edc47 .pets_child '_id' = 1fcd534a-f1ed-4e38-91aa-0078cb528f0d [name, age, _id].pets_grand_child '_id' = a143c519-0642-4a9c-8b9c-df3cab575f80 .users_owns_pets_grand_child users  '_id' = 9306f769-968d-4e06-a55b-9d6849b4f238  .children '_id' = 7121bcb6-573e-4754-a01d-c98617c2362a [name, age, _id].grand_children '_id' = 68f2c481-00c5-45e3-a98e-69bac28b165f [name, age, _id].grand2_children '_id' = 86625d6e-b2ab-43d7-991e-8add888e9c4e .grand3_children '_id' = 735e694c-8b18-4440-be16-0c38a9ba2be2 .grand4_children '_id' = 6291fdbe-f8ad-4385-882a-959559bbe50a .grand5_children '_id' = 36b3caac-a49d-46c3-8134-0b124ad2454a , limit: null;postgres;100;1;4;1;5;5;0;0;0;6;0;0;0;0;0.2727272727272727;0.0;0.8181818181818182;build;1;0s
users '_id' = 363bba58-b50f-4953-9bff-c3949e22079b [name, age, _id].users_owns_pets pets  '_id' = 79445fdb-e483-49e8-a0f5-fe6271d8499f [since, nickname] [name, age, _id].children_owns_pets children  '_id' = 68343ce4-9069-4c70-9412-30141b442d5e [since, nickname] [name, age, _id], limit: null;postgres;100;0;0;2;2;1;0;0;0;3;0;0;0;0;1.0;0.0;0.2;build;1;0s
users '_id' = 4ebb1990-c2e7-4aed-aa2c-c917b837935a .users_owns_pets pets  '_id' = 7d4278db-5154-49c9-bd89-b36979e28c4a  .children_owns_pets children  '_id' = da20fad6-a65c-4b5e-a9b5-16537c3e5806  , limit: null;postgres;100;0;0;2;2;1;0;0;0;3;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = f52baedb-ca0d-4625-b5bb-00c74ef58c4b [name, age, _id].users_owns_pets pets  '_id' = a44ec2d1-5bdc-4791-b92d-de8faf0793d8  .children_owns_pets children  '_id' = e714038e-837f-43d5-bff5-7d6dbe766e99  .grand_children '_id' = 2324d452-5c68-43f6-a86a-3c931833e3be [name, age, _id], limit: null;postgres;100;1;0;2;3;2;0;0;0;3;0;0;0;0;0.3333333333333333;0.0;0.6666666666666666;build;1;0s
users '_id' = ebd1d2d4-f05f-445b-aa0a-700e2283bfd3 .users_owns_pets pets  '_id' = 5f25b0b8-d596-4957-95cf-0845ad8256cc  .children_owns_pets children  '_id' = 78bbbcec-cea1-402d-8dc1-4b987ec641e1 [since, nickname] [name, age, _id].grand_children '_id' = 5a053177-00bf-429f-b70f-121cfb472c65 [name, age, _id].grand2_children '_id' = c109da6b-5541-4291-9f1a-96833fc1ca6f , limit: null;postgres;100;0;1;2;3;2;0;0;0;4;0;0;0;0;0.42857142857142855;0.0;0.5714285714285714;build;1;0s
users '_id' = 4bdde7d0-be10-4a52-b69a-425a9d4626a5 .users_owns_pets pets  '_id' = 1a86c108-6182-4f41-8c81-83bdc9a6a0b6 [since, nickname] [name, age, _id].children_owns_pets children  '_id' = bc237b6c-5552-449c-983b-4ffbd2cc7e25  .grand_children '_id' = 54b356e2-dc72-4ec6-997f-a3b091d3110d [name, age, _id].grand2_children '_id' = f636d200-ba8a-462d-bb03-59863663ac2a .grand3_children '_id' = 1a227fb2-05c6-4db2-96cc-5a0e07486926 , limit: null;postgres;100;1;1;2;4;3;0;0;0;4;0;0;0;0;0.375;0.0;0.75;build;1;0s
users '_id' = 2174eb67-46bd-4a30-949d-396ff3e0da62 .users_owns_pets pets  '_id' = 59199b8c-d95f-4480-a2bf-946611d7a60c [since, nickname] [name, age, _id].children_owns_pets children  '_id' = 5f892858-4548-458e-bbe2-faae1ba9a072  .grand_children '_id' = 07a0dc4b-03c6-409f-8e75-efd85d773a20 [name, age, _id].grand2_children '_id' = 5451f5c5-f248-490d-9e37-3832acb0b8cc .grand3_children '_id' = d2665fe9-ec5f-435a-b910-3d3899302cfc .grand4_children '_id' = d7b953cc-2a87-4cf7-a488-f472f385ee91 , limit: null;postgres;100;0;2;2;4;3;0;0;0;5;0;0;0;0;0.3333333333333333;0.0;0.7777777777777778;build;1;0s
users '_id' = 052a44f6-127f-4e5a-800b-c0be1df5603e .users_owns_pets pets  '_id' = beedcca3-b1bb-40da-bbb0-e015d6af95df  .children_owns_pets children  '_id' = b35eb3ea-46a3-4ef5-9f08-85922cb86b1e  .grand_children '_id' = 4cc7c1c5-f74a-4610-b746-e26776969c9b [name, age, _id].grand2_children '_id' = 30f9e738-947e-49a8-bd93-41e7fc51ad75 .grand3_children '_id' = b878b8bb-7db9-47ef-8a00-95f7a1fc1128 .grand4_children '_id' = 1be04921-c5d3-4af6-bdef-02321f65ff7a .grand5_children '_id' = 4f1f9f5c-f2a0-49d3-a0fe-497a2b605465 [name, age, _id], limit: null;postgres;100;1;2;2;5;4;0;0;0;5;0;0;0;0;0.2;0.0;0.8;build;1;0s
users '_id' = ded7d108-0c93-4cf6-bca6-e3901abcdd56 .users_owns_pets pets  '_id' = 8c8c048b-1436-4947-a710-f0fd5f9eca4b  .pets_child '_id' = d3e2b5df-b0a3-4902-aa0d-c1799bc6e737 .children_owns_pets_child children  '_id' = 7535f774-529e-49fb-b645-cd873c261246  , limit: null;postgres;100;1;0;2;2;2;0;0;0;3;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 2b2f2b2e-4c1e-4528-8cbc-342e8a9d59d1 .users_owns_pets pets  '_id' = 615e0420-1992-499a-b69b-aa9134772fa3  .pets_child '_id' = b75ca30d-7991-468d-96b0-251ecc2ae22e .children_owns_pets_child children  '_id' = 76fcde01-7dce-4928-a646-44ca0e273a3d  , limit: null;postgres;100;1;0;2;2;2;0;0;0;3;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 787274dc-571d-4ad2-a789-9df94dde3c20 .users_owns_pets pets  '_id' = 489cff3f-0e2d-447e-82da-6bdbf08c5fd0  .pets_child '_id' = c828f151-bd7c-4a24-8cca-ebb6029e7106 .children_owns_pets_child children  '_id' = ff4493db-6cbe-403a-a0fd-96baa09a4768  .grand_children '_id' = d28251fc-1f0e-4689-bc71-183fc9370922 , limit: null;postgres;100;2;0;2;3;3;0;0;0;3;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 53ec254a-7979-4f31-a745-6e3fb893716f .users_owns_pets pets  '_id' = e998769d-e933-41a2-84a9-8761ce8bacd4  .pets_child '_id' = 48423b8f-583c-4c53-ace0-aad01c172461 .children_owns_pets_child children  '_id' = 6deb587a-0720-452b-8dfa-c06530cec5db [since, nickname] [name, age, _id].grand_children '_id' = ac8da2a5-07ad-47c8-9747-2585d9621d28 [name, age, _id].grand2_children '_id' = 6cd66b6f-54d4-4d4c-8b1b-b7c2ead3cc16 , limit: null;postgres;100;1;1;2;3;3;0;0;0;4;0;0;0;0;0.375;0.0;0.625;build;1;0s
users '_id' = 458c0674-d7d5-4cb1-a488-4f963d253179 .users_owns_pets pets  '_id' = 4455afd2-b193-4fa9-9a6d-475f8307c808  .pets_child '_id' = 12283c75-a07f-4e83-8419-5a9c8d4e8b7f [name, age, _id].children_owns_pets_child children  '_id' = c44df1df-4f29-4465-8d62-5fb5ef718d83  .grand_children '_id' = 2205f929-6821-410f-a74d-f9faef3392ac [name, age, _id].grand2_children '_id' = 1dc47187-67e7-4af5-bba3-ee1069ae858d [name, age, _id].grand3_children '_id' = 2844284b-d649-49bc-9de9-03320ea11727 , limit: null;postgres;100;2;1;2;4;4;0;0;0;4;0;0;0;0;0.3333333333333333;0.0;0.7777777777777778;build;1;0s
users '_id' = c282ee70-ba11-4223-a3be-9246a8906474 .users_owns_pets pets  '_id' = b3faa50b-1170-4b01-b6c9-d7bac157946a  .pets_child '_id' = 96e8a2ce-dbb9-4e34-bec0-44fd430ed32f [name, age, _id].children_owns_pets_child children  '_id' = a05915e1-5564-4ae2-bc06-abdfdf0d1ca4  .grand_children '_id' = 80335e4e-944e-453a-947c-f274f47d28b5 .grand2_children '_id' = cd290c80-d483-432d-9633-79d90f0f6121 .grand3_children '_id' = a5f22846-c3b1-4008-bb2a-bf5316bcc18e .grand4_children '_id' = 2f45985d-51df-408c-808e-91175a128139 , limit: null;postgres;100;1;2;2;4;4;0;0;0;5;0;0;0;0;0.1;0.0;1.0;build;1;0s
users '_id' = 8c1fcbfa-e031-42f7-83ab-6a6ac5130740 .users_owns_pets pets  '_id' = 65c5f245-fca7-410b-b555-0bf1bbf626f0 [since, nickname] [name, age, _id].pets_child '_id' = 31746a67-1973-48a1-9c38-4c798736c5f8 .children_owns_pets_child children  '_id' = 99be3541-7a5f-4842-9cc4-df4faaee19ed  .grand_children '_id' = 88d9b1ec-1654-4cc0-b452-a0af59350134 .grand2_children '_id' = b5252e8d-5d78-4d72-8fce-2c49a2dfb90e .grand3_children '_id' = e2b73ef2-fae5-4f73-b434-349aa0470c16 [name, age, _id].grand4_children '_id' = e857420b-ebd4-41d5-839b-c8a0b937ee1d .grand5_children '_id' = f1ecb63e-455c-4cca-86e0-764eb4de339b , limit: null;postgres;100;2;2;2;5;5;0;0;0;5;0;0;0;0;0.2727272727272727;0.0;0.8181818181818182;build;1;0s
users '_id' = 8bb8666f-f02a-4bab-b190-10b22418b3a3 .users_owns_pets pets  '_id' = ed105dec-e67c-4066-8d0a-19c5c7534435  .pets_child '_id' = 98064805-d398-499f-b604-8d1f8d689dc1 .pets_grand_child '_id' = 9cd3398a-f05e-4aed-ab0a-8d9ee6b22446 .children_owns_pets_grand_child children  '_id' = 230fc918-fa89-4e44-b6ee-5a105230402b [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;2;3;2;0;0;0;4;0;0;0;0;0.2857142857142857;0.0;0.7142857142857143;build;1;0s
users '_id' = a8981684-f344-441c-b77c-5052d8168cf9 .users_owns_pets pets  '_id' = 67db8de1-a73e-40c4-9c88-3e7c1ba6454d [since, nickname] [name, age, _id].pets_child '_id' = 682d102d-2019-4521-89b4-c5fe4674f42d .pets_grand_child '_id' = 1b8ac7a5-b801-4546-802b-2738f7e694d5 .children_owns_pets_grand_child children  '_id' = 47923e18-ef19-4530-9fbd-ff9e6258d64f [since, nickname] [name, age, _id], limit: null;postgres;100;0;1;2;3;2;0;0;0;4;0;0;0;0;0.5714285714285714;0.0;0.5714285714285714;build;1;0s
users '_id' = aabdf691-5a9d-40c0-8cc3-a50afd90abfa .users_owns_pets pets  '_id' = dfb96067-212d-428d-af92-05ee9d276b36  .pets_child '_id' = da7827fa-6a55-4b70-8272-0148a4711eb2 [name, age, _id].pets_grand_child '_id' = b8cbb01d-df5d-482a-b358-d68abb77c7a4 .children_owns_pets_grand_child children  '_id' = 21593afa-f256-4756-861e-2720a5944eb5 [since, nickname] [name, age, _id].grand_children '_id' = 5bac503b-f198-4828-8996-c5a0a91972bb , limit: null;postgres;100;1;1;2;4;3;0;0;0;4;0;0;0;0;0.375;0.0;0.75;build;1;0s
users '_id' = 01d2301c-53ce-45e5-a7d7-185a184c08a2 [name, age, _id].users_owns_pets pets  '_id' = 51ce4d82-ebcb-48bb-beb9-c57cf05e90a6  .pets_child '_id' = 1b1b9578-955f-4c85-bffe-a37c3d7b2d6d [name, age, _id].pets_grand_child '_id' = 6551fad6-c427-4a45-962b-51fa1c783960 [name, age, _id].children_owns_pets_grand_child children  '_id' = a66f8ab1-4038-4232-a6bd-d8b6ef9b1f11  .grand_children '_id' = a6065178-8c1c-4946-903e-2a5e83025cfc .grand2_children '_id' = 8a5c294c-b19e-45ca-aca2-e91166065ddc , limit: null;postgres;100;0;2;2;4;3;0;0;0;5;0;0;0;0;0.3333333333333333;0.0;0.8888888888888888;build;1;0s
users '_id' = 15be81f4-1db0-43c6-a3ba-a4c0910d722a [name, age, _id].users_owns_pets pets  '_id' = 097114ae-02e2-430e-82ef-dc027454c487  .pets_child '_id' = ac2bffb0-81f7-4f6e-b368-8edcf3e30745 .pets_grand_child '_id' = 21bd5a75-1022-4caf-bdb7-21b06ba0a324 .children_owns_pets_grand_child children  '_id' = 08fc5c38-ab60-4259-b546-6031a9b467ce  .grand_children '_id' = b2b0035c-1388-4180-a8db-f3318f2b92b7 .grand2_children '_id' = 767c9a84-3012-427a-94b9-dfd9c6237bae .grand3_children '_id' = 804c0f6b-88ca-4067-91ab-b66d265b8d44 , limit: null;postgres;100;1;2;2;5;4;0;0;0;5;0;0;0;0;0.1;0.0;0.9;build;1;0s
users '_id' = 2b2f2b2e-4c1e-4528-8cbc-342e8a9d59d1 .users_owns_pets pets  '_id' = 615e0420-1992-499a-b69b-aa9134772fa3  .pets_child '_id' = b75ca30d-7991-468d-96b0-251ecc2ae22e .pets_grand_child '_id' = b5a36e3e-1d94-4431-8fb5-7ecf992dcfbd .children_owns_pets_grand_child children  '_id' = 1c43ac0a-e299-45f0-aa6b-ea4ffb0db498  .grand_children '_id' = 9513e8fa-6a79-4962-be1f-c49b45960d2d .grand2_children '_id' = aa6539f2-0ace-4cc4-b2ce-4fba3e62aae8 .grand3_children '_id' = 441b0392-f624-45f3-aa13-6bbbbfb923c7 .grand4_children '_id' = 7e994e0b-7a30-4e37-8f18-e1ab0c388878 , limit: null;postgres;100;0;3;2;5;4;0;0;0;6;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = b9611758-2129-465e-93b0-53a4cc0d6633 [name, age, _id].users_owns_pets pets  '_id' = 62bb55c1-9f29-4714-9b92-66dabb10663b [since, nickname] [name, age, _id].pets_child '_id' = eebed324-3288-480f-b27e-849a1bfcbf90 [name, age, _id].pets_grand_child '_id' = 69158687-093f-448e-8f82-2ac8f9f6ca24 .children_owns_pets_grand_child children  '_id' = 9d567234-24f5-4bc7-bb11-e9d64fa3a772  .grand_children '_id' = 3f015e3f-3565-4159-b9e4-ebf37d9ab101 .grand2_children '_id' = 1289932e-8dec-41b9-b779-b3ce42151602 .grand3_children '_id' = c8ffaf4c-5ac8-4be2-b129-416dd5611e7e .grand4_children '_id' = 94cb0d26-6508-4eb5-bc1a-5d4053078561 .grand5_children '_id' = 91924c1a-540f-4fd4-ac20-8bcaf8f7d019 , limit: null;postgres;100;1;3;2;6;5;0;0;0;6;0;0;0;0;0.3333333333333333;0.0;0.8333333333333334;build;1;0s
users '_id' = 8d251969-2c6c-4c5e-ade7-487118db57c1 .children '_id' = 7535f774-529e-49fb-b645-cd873c261246 .children_owns_pets pets  '_id' = a563e53d-79ab-4cf4-b589-5dd1c18f37a9  .grand_children_owns_pets grand_children  '_id' = 0c10d7ee-a48f-44f7-a6bb-48dd08f48848  , limit: null;postgres;100;0;1;2;3;1;0;0;0;5;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = c282ee70-ba11-4223-a3be-9246a8906474 .children '_id' = ce06c378-d049-491d-8dcc-f3b0dfc28e10 [name, age, _id].children_owns_pets pets  '_id' = 8e920d62-7e80-4502-9010-873a0d5dcf2c  .grand_children_owns_pets grand_children  '_id' = 4cc7c1c5-f74a-4610-b746-e26776969c9b  , limit: null;postgres;100;0;1;2;3;1;0;0;0;5;0;0;0;0;0.16666666666666666;0.0;0.8333333333333334;build;1;0s
users '_id' = 9b37fcc1-8cbf-4d82-a879-9d4b4f20889d [name, age, _id].children '_id' = 39aeb480-98eb-4ff9-a3ef-6f236d662f98 [name, age, _id].children_owns_pets pets  '_id' = 38aeef13-157f-44be-a65a-f3575bb56527  .grand_children_owns_pets grand_children  '_id' = 6e4f29ce-c9d4-47af-8495-415c436cdf75  , limit: null;postgres;100;0;1;2;3;1;0;0;0;5;0;0;0;0;0.3333333333333333;0.0;0.6666666666666666;build;1;0s
users '_id' = 07d53cd9-8a54-4730-a366-aa8a3117fcb1 .children '_id' = b35eb3ea-46a3-4ef5-9f08-85922cb86b1e [name, age, _id].children_owns_pets pets  '_id' = beedcca3-b1bb-40da-bbb0-e015d6af95df  .grand_children_owns_pets grand_children  '_id' = 42a20f3f-9391-4160-be39-64803dff46f8 [since, nickname] [name, age, _id].grand2_children '_id' = bed0bdf4-45d0-4915-ad24-62604c4bbac1 , limit: null;postgres;100;1;1;2;4;2;0;0;0;5;0;0;0;0;0.42857142857142855;0.0;0.5714285714285714;build;1;0s
users '_id' = 3507e16e-dc20-44a8-bdda-5db9e808a4da .children '_id' = 2386c6e6-08fc-41bb-b85f-25afbbea34a9 .children_owns_pets pets  '_id' = 546ddde9-b683-4200-bd8a-b3f2ef1a7787  .grand_children_owns_pets grand_children  '_id' = 2da33174-75a2-4bbb-a221-920ef13d66d2  .grand2_children '_id' = 57c4ec22-0fcb-4efe-9da1-ef9e723513fb .grand3_children '_id' = bf15a787-15c4-4111-aed6-6c05f96f6fd5 , limit: null;postgres;100;0;2;2;4;2;0;0;0;6;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 07d53cd9-8a54-4730-a366-aa8a3117fcb1 [name, age, _id].children '_id' = b35eb3ea-46a3-4ef5-9f08-85922cb86b1e .children_owns_pets pets  '_id' = beedcca3-b1bb-40da-bbb0-e015d6af95df [since, nickname] [name, age, _id].grand_children_owns_pets grand_children  '_id' = 42a20f3f-9391-4160-be39-64803dff46f8  .grand2_children '_id' = bed0bdf4-45d0-4915-ad24-62604c4bbac1 [name, age, _id].grand3_children '_id' = 254d0cd6-642e-44d3-a9cf-23d150188a27 .grand4_children '_id' = 72ba02ba-b4d5-4677-987e-05cc2375c836 , limit: null;postgres;100;1;2;2;5;3;0;0;0;6;0;0;0;0;0.4444444444444444;0.0;0.6666666666666666;build;1;0s
users '_id' = a8981684-f344-441c-b77c-5052d8168cf9 .children '_id' = 4b5a4b1f-10e5-4e28-8e15-170c10f93648 .children_owns_pets pets  '_id' = 083705e3-6dd0-4337-b206-84dd188d072c [since, nickname] [name, age, _id].pets_child '_id' = 1d50a38f-7b7c-4f3e-8374-48adda60eec9 [name, age, _id].grand_children_owns_pets_child grand_children  '_id' = 90d20eb8-6af6-498b-8704-356658510906  , limit: null;postgres;100;1;1;2;3;2;0;0;0;5;0;0;0;0;0.42857142857142855;0.0;0.8571428571428571;build;1;0s
users '_id' = b6ce293d-3ab5-42be-95cc-05df43bcff3a [name, age, _id].children '_id' = 20e701a1-7a05-4f3d-aac3-7d0e536cb5db .children_owns_pets pets  '_id' = 01d08623-1c04-4084-85b0-ac96cccf7450 [since, nickname] [name, age, _id].pets_child '_id' = 9f019794-892b-4b6a-904c-1b7ff9324679 .grand_children_owns_pets_child grand_children  '_id' = 9eae2c27-2e0d-4b7c-8d5b-05802bed6f64  , limit: null;postgres;100;1;1;2;3;2;0;0;0;5;0;0;0;0;0.42857142857142855;0.0;0.7142857142857143;build;1;0s
users '_id' = c282ee70-ba11-4223-a3be-9246a8906474 .children '_id' = ce06c378-d049-491d-8dcc-f3b0dfc28e10 .children_owns_pets pets  '_id' = 8e920d62-7e80-4502-9010-873a0d5dcf2c  .pets_child '_id' = 16eb737d-e09f-4ad9-b228-6b7529543876 .grand_children_owns_pets_child grand_children  '_id' = 7f586ee3-a69c-409b-88c9-bd173e75788b  , limit: null;postgres;100;1;1;2;3;2;0;0;0;5;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = df48e337-0953-4e9a-ad44-adb9dbc16d8d .children '_id' = 1c43ac0a-e299-45f0-aa6b-ea4ffb0db498 .children_owns_pets pets  '_id' = bf805d52-2fd2-4686-b0ca-802bd4e04f41  .pets_child '_id' = 2d310a99-ad99-480f-ad60-606c554d90ab .grand_children_owns_pets_child grand_children  '_id' = 9417da6b-71bf-410c-b65f-28008cfe2309  .grand2_children '_id' = 29011ee5-2947-499b-8a43-ef5772b4e5bc [name, age, _id], limit: null;postgres;100;2;1;2;4;3;0;0;0;5;0;0;0;0;0.125;0.0;0.875;build;1;0s
users '_id' = fa85e368-da32-4b15-9f08-177dac1fa798 [name, age, _id].children '_id' = 432bdfeb-4345-43f8-8158-7822ce3c0412 [name, age, _id].children_owns_pets pets  '_id' = 31e548ff-c9df-4d7b-83f9-01750bd1f68f  .pets_child '_id' = d2f28ca3-eda7-42b9-8500-0ab1d2a59826 .grand_children_owns_pets_child grand_children  '_id' = 952f577e-bc09-449a-b281-8037c06a1306 [since, nickname] [name, age, _id].grand2_children '_id' = 87796d06-269b-4e90-8a77-fe743df5aa16 .grand3_children '_id' = 76dfe83c-bc33-4e72-be6d-664c5cd222bc , limit: null;postgres;100;1;2;2;4;3;0;0;0;6;0;0;0;0;0.4444444444444444;0.0;0.5555555555555556;build;1;0s
users '_id' = fddc1d17-353b-4228-827f-23a8aa9e55c4 .children '_id' = bb668d1d-8691-4106-bfc6-b87f74e5b95c .children_owns_pets pets  '_id' = 65ddd6b6-f651-4545-bd8d-7224e41c9102  .pets_child '_id' = b8907881-4d1c-4980-9ca5-19aa3fbee53d .grand_children_owns_pets_child grand_children  '_id' = 9d07c7a0-5b32-40db-ab7b-627904821105  .grand2_children '_id' = b30ae8ff-5ea3-428a-9f9c-db6662f5884e .grand3_children '_id' = f652360b-eb27-447e-b44e-15499e2eaf40 .grand4_children '_id' = ec5e5963-df2f-483a-a43e-78955fe9bdb9 , limit: null;postgres;100;2;2;2;5;4;0;0;0;6;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 75b83a72-bcb4-47db-beb0-3665fe5c3829 .children '_id' = e53cec27-1b01-45c8-b718-314f4cbd5f9f .children_owns_pets pets  '_id' = 489cff3f-0e2d-447e-82da-6bdbf08c5fd0  .pets_child '_id' = c828f151-bd7c-4a24-8cca-ebb6029e7106 [name, age, _id].pets_grand_child '_id' = 1cb9082e-0d97-4b84-9e89-4eb2ed2c1d35 [name, age, _id].grand_children_owns_pets_grand_child grand_children  '_id' = ce309250-a8aa-4d20-9a0c-c8d212bd205f  , limit: null;postgres;100;0;2;2;4;2;0;0;0;6;0;0;0;0;0.25;0.0;1.0;build;1;0s
users '_id' = 6f73bebd-1526-4ccb-87a1-c40844d7030a .children '_id' = ff4493db-6cbe-403a-a0fd-96baa09a4768 [name, age, _id].children_owns_pets pets  '_id' = b3faa50b-1170-4b01-b6c9-d7bac157946a  .pets_child '_id' = 96e8a2ce-dbb9-4e34-bec0-44fd430ed32f .pets_grand_child '_id' = 2f9e072a-59f7-46a4-8963-74463fa0f0e4 .grand_children_owns_pets_grand_child grand_children  '_id' = c14a723e-1c4c-4aa7-977a-5b2843917f4a [since, nickname] [name, age, _id], limit: null;postgres;100;0;2;2;4;2;0;0;0;6;0;0;0;0;0.375;0.0;0.625;build;1;0s
users '_id' = 818cef31-118b-4265-a3b9-a59233dba630 [name, age, _id].children '_id' = 7d5ec4a8-dc51-4581-b9b4-a7577bf504c4 .children_owns_pets pets  '_id' = 51ce4d82-ebcb-48bb-beb9-c57cf05e90a6  .pets_child '_id' = 1b1b9578-955f-4c85-bffe-a37c3d7b2d6d .pets_grand_child '_id' = 6551fad6-c427-4a45-962b-51fa1c783960 [name, age, _id].grand_children_owns_pets_grand_child grand_children  '_id' = 80335e4e-944e-453a-947c-f274f47d28b5  , limit: null;postgres;100;0;2;2;4;2;0;0;0;6;0;0;0;0;0.25;0.0;0.875;build;1;0s
users '_id' = 07d53cd9-8a54-4730-a366-aa8a3117fcb1 .children '_id' = b35eb3ea-46a3-4ef5-9f08-85922cb86b1e .children_owns_pets pets  '_id' = beedcca3-b1bb-40da-bbb0-e015d6af95df  .pets_child '_id' = 4c0e355b-f816-426a-af4e-ecfe781adbad .pets_grand_child '_id' = 15c0af3b-6e4e-4d96-95ff-44f573dff9a8 .grand_children_owns_pets_grand_child grand_children  '_id' = 8868c200-7d7f-4f1d-85fa-c13cbf70f069  .grand2_children '_id' = 95276f61-3a54-46c1-bdbb-47515d5b4856 , limit: null;postgres;100;1;2;2;5;3;0;0;0;6;0;0;0;0;0.0;0.0;1.0;build;1;0s
users '_id' = 35f30cea-6d88-4533-985d-6204fd2db17b [name, age, _id].children '_id' = 88478bd9-a61e-4aa8-af67-cf604696d5c3 .children_owns_pets pets  '_id' = cce49753-3991-4814-beae-ac01ff94b7e6  .pets_child '_id' = c30d741f-2534-4b1f-84a8-f9eadf79e57e .pets_grand_child '_id' = 6c65aa44-e7a9-4147-8b62-d463fc329d2d .grand_children_owns_pets_grand_child grand_children  '_id' = 4e42ac87-edbc-4973-b23c-d170997b1248 [since, nickname] [name, age, _id].grand2_children '_id' = 2dd728c8-2293-4326-873d-9cca303aef56 .grand3_children '_id' = 1e35d15d-76ca-4bf1-9d6a-ea0318d70b5b , limit: null;postgres;100;0;3;2;5;3;0;0;0;7;0;0;0;0;0.3;0.0;0.7;build;1;0s
users '_id' = bc7d2f4f-0f89-4ede-bbca-e3ddec782c7a .children '_id' = f840657f-feaf-4fd1-b3fb-bdbb62a174a3 [name, age, _id].children_owns_pets pets  '_id' = e998769d-e933-41a2-84a9-8761ce8bacd4 [since, nickname] [name, age, _id].pets_child '_id' = 48423b8f-583c-4c53-ace0-aad01c172461 .pets_grand_child '_id' = 855f4729-1649-4d06-adc5-abb49060233d [name, age, _id].grand_children_owns_pets_grand_child grand_children  '_id' = 2205f929-6821-410f-a74d-f9faef3392ac  .grand2_children '_id' = 1dc47187-67e7-4af5-bba3-ee1069ae858d .grand3_children '_id' = 2844284b-d649-49bc-9de9-03320ea11727 .grand4_children '_id' = ea7f40b6-2f7c-40a1-b879-6db17b8068bf [name, age, _id], limit: null;postgres;100;1;3;2;6;4;0;0;0;7;0;0;0;0;0.45454545454545453;0.0;0.7272727272727273;build;1;0s
users '_id' = 052a44f6-127f-4e5a-800b-c0be1df5603e .children '_id' = 75d3303f-a914-4f22-bc8a-3659093c9ae4 .grand_children '_id' = fdf6be31-2cf6-415f-b62b-18a0c1eb7454 .grand_children_owns_pets pets  '_id' = 7cdd33e6-89db-45ad-8b71-6fa2bb2e9874  .grand2_children_owns_pets grand2_children  '_id' = 3375dbea-d7b8-4066-8606-7b53a0a2d6e0 [since, nickname] [name, age, _id], limit: null;postgres;100;1;1;2;3;2;0;0;0;5;0;0;0;0;0.2857142857142857;0.0;0.7142857142857143;build;1;0s
users '_id' = 588423bd-e892-4d8a-8982-081a4a591cb6 .children '_id' = 96981b5a-d258-4556-88cd-e8fa030e6a1a .grand_children '_id' = a913602f-81fe-46c6-a6e2-10a77b46c4c0 .grand_children_owns_pets pets  '_id' = 489cff3f-0e2d-447e-82da-6bdbf08c5fd0  .grand2_children_owns_pets grand2_children  '_id' = ecd2ff72-5601-4bde-9b2c-21bc9f21d6f8 [since, nickname] [name, age, _id], limit: null;postgres;100;1;1;2;3;2;0;0;0;5;0;0;0;0;0.2857142857142857;0.0;0.7142857142857143;build;1;0s
